"",,Darkot,026031110,,,,0,669,669,,,
"",Total:,,,,,,0,770,770,0,2,2
104,"Govt Middle School, Kohala Bala",Kohala Bala,026031108,,,,506,391,897,,,
"",Kohala Bala,026031111,,,,360,306,666,,,,
Total:,,,,,,866,697,1563,2,2,4,
"Govt Primary School, Sanjiala.",Sanjliala,026030601,,,,460,396,856,,,,
"",Sanjliala,026030602,,,,290,299,589,,,,
"",Total:,,,,,,750,695,1445,2,2,4
106,"Govt High School, Jab.",Jab,026030603,,,,347,335,682,,,
"",,Jab,026030604,,,,441,399,840,,,
"",Total:,,,,,,788,734,1522,2,2,4
107,"Govt Primary School,Taraar KohalaPayeen.",Kohala Payeen Tar,ar026030605,,,,294,238,532,,,
"",,Kohala Payeen Tar,ar026030606,,,,269,216,485,,,
"",Total:,,,,,,563,454,1017,2,1,3
108,"Govt Girls Middle School, Kohala Payeen.",Kohala Payeen Tar,ar026030607,,,,346,275,621,,,
"",,Kohala Payeen Tar,ar026030608,,,,196,158,354,,,
"",Total:,,,,,,542,433,975,2,1,3
109,"Govt Middle School, Gandhian",Gandhian,026030701,,,,780,637,1417,,,
"",Total:,,,,,,780,637,1417,2,2,4
110,"Govt Girls Primary School,Gandhian(Male)",Gandhian,026030702,,,,405,0,405,,,
"",,Gandhian,026030707,,,,448,0,448,,,
"",Total:,,,,,,853,0,853,3,0,3
111,"Govt Middle School, Gandhain  (Female)",Gandhian,026030702,,,,0,339,339,,,
"",,Gandhian,026030707,,,,0,417,417,,,
"",Total:,,,,,,0,756,756,0,2,2
112,"Basic Health Unit, Guamanwan",Guamanwan,026030703,,,,568,443,1011,,,
"",Total:,,,,,,568,443,1011,2,1,3
113,"Govt Girls Primary School,Kayian",Guamanwan,026030704,,,,651,544,1195,,,
Total:,,,,,,651,544,1195,2,2,4,
114,"Govt High School, Gaumanwan",Gumanwan,026030705,,,,637,569,1206,,,
"",Total:,,,,,,637,569,1206,2,2,4
115,"Govt Girls Primary School No.2,Gaumanwan.",Gumanwan,026030706,,,,663,369,1032,,,
"",Total:,,,,,,663,369,1032,2,1,3
116,"Govt High School, Chajjian. (Male)",Chajjian,026030801,,,,379,0,379,,,
"",,Chajjian,026030802,,,,406,0,406,,,
"",,Chajjian,026030805,,,,240,0,240,,,
"",Total:,,,,,,1025,0,1025,3,0,3
117,"Govt High School, Chajjian. (Female)",Chajjian,026030801,,,,0,395,395,,,
"",,Chajjian,026030802,,,,0,377,377,,,
"",,Chajjian,026030805,,,,0,184,184,,,
"",Total:,,,,,,0,956,956,0,3,3
118,"Govt Primary School, Chaprian.",Seri Bang,026030803,,,,425,261,686,,,
"",,Saral,026030804,,,,174,93,267,,,
"",Total:,,,,,,599,354,953,2,1,3
119,"Govt Higher Secondary School, Bagra(Male).",Bagra,026010703,,,,1187,0,1187,,,
"",Total:,,,,,,1187,0,1187,4,0,4
120,"Govt Higher Secondary School, Bagra(Female).",Bagra,026010703,,,,0,1001,1001,,,
"",Total:,,,,,,0,1001,1001,0,3,3
121,"Govt Primary School Teeran Bagra(Male).",Bagra,026010701,,,,1073,0,1073,,,
Total:,,,,,,1073,0,1073,3,0,3,
122,"Govt Girls Primary  School, Bagra No.2(Female).",Bagra,026010701,,,,0,786,786,,,
"",Total:,,,,,,0,786,786,0,2,2
123,"Govt Girls Primary  School, Bagra No.2",Bagra,026010702,,,,451,339,790,,,
"",,Bagra,026010716,,,,82,46,128,,,
