1,2,3,4,5,6,7,8,9,10,11,12,13
195,"Govt Primery School, Neelo",Seer Sharqi,75020704,,,,460,302,762,2,1,3
,,,,,,,460,302,762,,,
196,"Govt Girls Middle School, Bhattian",Bhattian,75020706,,,,721,600,1321,2,2,4
,,,,,,,721,600,1321,,,
197,"Govt Middle School, Bhattian",Seer Sharqi,75020705,,,,266,224,490,2,1,3
,,Bhattian,75020707,,,,202,170,372,,,
,,,,,,,468,394,862,,,
198,"Govt Middle School, Taror",Taror,75020708,,,,660,525,1185,2,1,3
,,,,,,,660,525,1185,,,
199,"Govt Girls Primery School,Daghan",Taror,75020709,,,,443,341,784,1,1,2
,,,,,,,443,341,784,,,
200,"Govt Primary School, QalandarAbad",Bandi Dhondan,22021112,,,,824,635,1459,2,2,4
,,Bandi Dhondan,22021119,,,,0,0,0,,,
,,Bandi Dhondan,22021120,,,,0,0,0,,,
