"",,,,,,,"1,273",,,,,
91,BHU Pir sabaq (Male),پير سباق,039011213,,,,771,,,4,,4
"",,پير سباق,039011214,,,,119,,,,,
"",,پير سباق,039011216,,,,349,,,,,
"",,پير سباق,039011217,,,,314,,,,,
"",,,039011226,,,,184,,,,,
"",,,,,,,"1,737",,,,,
92,GGHS Pirsabaq 1st PS (Female),پير سباق,039011208,,,,,158,158,,4,4
"",,پير سباق,039011211,,,,,518,518,,,
"",,پير سباق,039011209,,,,,292,292,,,
"",,پير سباق,039011215,,,,,545,545,,,
"",,,,,,,,"1,513",,,,
93,GGHS Pirsabaq 2nd PS (Female),پير سباق,039011225,,,,,339,339,,4,4
"",,پير سباق,039011213,,,,,609,609,,,
"",,پير سباق,039011214,,,,,57,57,,,
"",,,,,,,,,,,,
94,GGHS Pirsabaq 3rd  PS (Female),پير سباق,039011216,,,,,145,145,,4,4
"",,پير سباق,039011217,,,,,248,248,,,
"",,پير سباق,039011222,,,,,539,539,,,
"",,,039011226,,,,,204,204,,,
"",,,,,,,,,,,,
95,"Government Middle School Aziz Abad  IstP.S(Male)",Zara Miana,039011301,,,,669,,669,4,,4
"",,Zara Miana,039011302,,,,609,,609,,,
"",,,,,,,,,,,,
96,"Government High School Zara Miana 1stP.S(Male)",Zara Miana,039011303,,,,830,,830,4,,4
"",,Zara Miana,039011304,,,,"1,051",,"1,051",,,
