"",,Qaid Abad,035010706,,,,242,0,242,,,
"",,Qaid Abad,035010707,,,,269,0,269,,,
"",,Qaid Abad,035010708,,,,374,0,374,,,
"",Total,,,1260,0,1260,3,0,3,,,
74,"Govt: High School Harichand, PollingStation No.III (Male)",Qaid Abad,035010709,,,,659,0,659,2,0,2
"",,Qaid Abad,035010710,,,,414,0,414,,,
"",,Qaid Abad,035010711,,,,233,0,233,,,
"",Total,,,1306,0,1306,2,0,2,,,
75,"Govt: Girls Higher Secondary School,Harichand, Polling Station No.I,",Qaid Abad,035010701,,,,0,215,215,0,4,4
"",(Female),Qaid Abad,035010702,,,,0,765,765,,,
"",,Qaid Abad,035010703,,,,0,264,264,,,
"",,Qaid Abad,035010704,,,,0,368,368,,,
"",,Qaid Abad,035010705,,,,0,251,251,,,
"",Total,,,0,1863,1863,0,4,4,,,
76,"Govt: Girls Higher Secondary School,Harichand Polling Station No.II",Qaid Abad,035010706,,,,0,205,205,0,4,4
"",(Female),Qaid Abad,035010707,,,,0,236,236,,,
"",,Qaid Abad,035010708,,,,0,246,246,,,
"",,Qaid Abad,035010709,,,,0,519,519,,,
"",,Qaid Abad,035010710,,,,0,332,332,,,
"",,Qaid Abad,035010711,,,,0,182,182,,,
"",Total,,,0,1720,1720,0,4,4,,,
77,"Govt: Primary School No.1 Harichand(Male)",Rai Killi,035010712,,,,224,0,224,3,0,3
"",,Rai Killi,035010713,,,,685,0,685,,,
"",Total,,,909,0,909,3,0,3,,,
78,"Govt Girls Community Model School JamalAbad (Male)",Rai Killi,035010714,,,,440,0,440,3,0,3
"",,Rai Killi,035010715,,,,655,0,655,,,
"",Total,,,1095,0,1095,3,0,3,,,
79,"Govt: Primary School No.2, Harichand,",Rai Killi,035010712,,,,0,156,156,0,2,2
"",(Female),Rai Killi,035010713,,,,0,482,482,,,
"",,Rai Killi,035010714,,,,0,282,282,,,
"",,Rai Killi,035010715,,,,0,440,440,,,
"",Total,,,0,1360,1360,0,2,2,,,
80,"Govt: Veternary Hospital/ BachlerHospitalJamal Abad (Combined)",Rai Killi,035010716,,,,355,232,355,2,2,4
"",,Rai Killi,035010717,,,,613,462,613,,,
"",,Rai Killi,035010718,,,,202,149,202,,,
"",Total,,,1170,843,2013,2,2,4,,,
81,"Govt: Primary School, Tala Shah Killi,(Male)",Hawara,035011101,,,,479,0,479,3,0,3
"",,Hawara,035011102,,,,359,0,359,,,
"",,Hawara,035011103,,,,581,0,581,,,
"",Total,,,1419,0,1419,3,0,3,,,
82,"Govt: High School, Zuhrab Gul, (Male)",Hawara,035011104,,,,447,0,447,3,0,3
"",,Hawara,035011105,,,,547,0,547,,,
"",,Hawara,035011106,,,,551,0,551,,,
"",Total,,,1545,0,1545,3,0,3,,,
83,"Govt: Girls Primary School,General Killi,TalaShah",Hawara,035011101,,,,0,334,334,,,
"",(Female),Hawara,035011102,,,,0,279,279,0,3,3
"",,Hawara,035011103,,,,0,405,405,,,
"",,Hawara,035011104,,,,0,333,333,,,
"",Total,,,0,1351,1351,0,3,3,,,
84,"Govt: Primary School No.1, Zuhrab Gul Killi",Hawara,035011105,,,,0,405,405,0,2,2
"",(Female),Hawara,035011106,,,,0,485,485,,,
"",Total,,,0,890,890,0,2,2,,,
85,Ziam Rest House (Male),Hawara,035011107,,,,379,0,379,3,0,3
"",,Hawara,035011108,,,,938,0,938,,,
"",Total,,,1317,0,1317,3,0,3,,,
86,Govt: Primary School No.2 Zuhrab Gul Killy,Hawara,035011107,,,,0,251,251,0,3,3
"",(Female),Hawara,035011108,,,,0,685,685,,,
"",Total,,,0,936,936,0,3,3,,,
87,"Govt: Primary School, Saifor Mian Killi ,(Male)",Ziam,035011111,,,,528,0,528,3,0,3
"",,Ziam,035011112,,,,751,0,751,,,
"",Total,,,1279,0,1279,3,0,3,,,
88,"Govt: Girls Primary School, Saifor Mian Killi",Ziam,035011111,,,,0,382,382,0,3,3
"",(Female),Ziam,035011112,,,,0,577,577,,,
"",Total,,,0,959,959,0,3,3,,,
89,"Govt: Primary School, Momano Dheri,(Male)",Ziam,035011109,,,,449,0,449,2,0,2
"",,Ziam,035011110,,,,434,0,434,,,
"",Total,,,883,0,883,2,0,2,,,
90,"Govt: Primary School Haji Awal din kily(Male)",Ziam,035011113,,,,539,0,539,3,0,3
"",,Ziam,035011114,,,,474,0,474,,,
"",Total,,,1013,0,1013,3,0,3,,,
91,"Govt: Girls Primary School, Ziam,",Ziam,035011109,,,,0,319,319,,,
"",(Female),Ziam,035011110,,,,0,341,341,,,
"",,Ziam,035011113,,,,0,431,431,,,
"",,Ziam,035011114,,,,0,326,326,,,
"",Total,,,0,1417,1417,0,3,3,,,
92,"Govt: High School, Rustam Khan Killi,Ziam,Polling Station No.I(Combined)",Ziam,035011115,,,,547,426,547,2,1,3
"",Total,,,547,426,973,2,1,3,,,
93,"Govt: High School, Rustam Khan Killi,Ziam,Polling Station No.II(Combined)",Ziam,035011116,,,,1183,896,1183,2,2,4
"",Total,,,1183,896,2079,2,2,4,,,
94,"Govt: High School, Gul Abad, Tangi,PollingStation No.I (Male)",Hisara Nehri,035011301,,,,281,0,281,,,
"",,Hisara Nehri,035011302,,,,280,0,280,,,
"",,Hisara Nehri,035011303,,,,467,0,467,,,
"",,Hisara Nehri,035011319,,,,271,0,271,,,
"",,Hisara Nehri,035011320,,,,451,0,451,,,
"",Total,,,1750,0,1750,4,0,4,,,
95,"Govt: High School, Gul Abad, Tangi,PollingStation No.II (Male)",Hisara Nehri,035011304,,,,155,0,155,,,
"",,Hisara Nehri,035011305,,,,348,0,348,3,0,3
"",,Hisara Nehri,035011306,,,,153,0,153,,,
"",,Hisara Nehri,035011321,,,,358,0,358,,,
"",Total,,,1014,0,1014,3,0,3,,,
96,"Govt: High School, Gul Abad, Tangi,PollingStation No.III (Male)",Hisara Nehri,035011307,,,,484,0,484,,,
"",,Hisara Nehri,035011308,,,,506,0,506,,,
"",,Hisara Nehri,035011309,,,,359,0,359,,,
"",Total,,,,,,1349,0,1349,3,0,3
97,"Govt: Primary School, Gul Abad, Tangi,Polling Station No.I",Hisara Nehri,035011301,,,,0,226,226,0,3,3
"",(Female),Hisara Nehri,035011319,,,,0,231,231,,,
"",,Hisara Nehri,035011302,,,,0,225,225,,,
"",,Hisara Nehri,035011303,,,,0,365,365,,,
