"","PollingStation",Polling Station Name,Electoral Area,Block Code,"MaleVoters","FemaleVoters","TotalVoters",Male Booths,Female Booths,Total Booths,Booth Type
"",148,"Govt Girls HigherSecandary  School  JodhPur (Ist Portion)",Jodh Pur,223070302,268,0,268,2,0,2,Male
Jodh Pur,223070308,229,0,229,,,,,,,
Jodh Pur,223070310,377,0,377,,,,,,,
Jodh Pur,223070312,242,0,242,,,,,,,
Jodh Pur,223070302,0,240,240,,,,,,,
Jodh Pur,223070308,0,198,198,,,,,,,
Jodh Pur,223070310,0,349,349,,,,,,,
150,"Govt Boys Middle SchoolBasti Rajput Jodh Pur (IstPortion)",Jodh Pur,223070301,744,0,744,2,0,2,Male
"",,Jodh Pur,223070311,89,0,89,,,,
"",,Ghaseet Wahin,223070313,131,0,131,,,,
151,"Govt Boys Middle SchoolBasti Rajput Jodh Pur (Ist",Jodh Pur,223070304,874,634,1508,2,2,4,Combined
"",,Jodh Pur,223070305,874,634,1508,,,,
152,"Govt Boys Middle SchoolBasti Rajput Jodh Pur(IInd  Portion)",Jodh Pur,223070311,0,67,67,0,2,2,Female
"",,Jodh Pur,223070301,0,523,523,,,,
"",,Ghaseet Wahin,223070313,0,137,137,,,,
153,"Govt Boys Primary SchoolChak Sultan Mehmood(Ist Portion)",Chak Sultan Mehmood,223070401,426,349,775,1,1,2,Combined
154,"Govt Boys Primary SchoolChak Sultan Mehmood",Chak Sultan Mahmood,223070402,465,401,866,1,1,2,Combined
"",,Chak Sultan Wala,223070406,15,6,21,,,,
155,"Govt Boys Middle  SchoolBahawal Pur (Ist Portion)",Bahawal Pur,223070403,366,0,366,2,0,2,Male
"",,Bahawal Pur,223070404,614,0,614,,,,
"",,Bahawal Pur,223070405,509,0,509,,,,
"",,Bahawal Pur,223070407,509,0,509,,,,
156,"Govt Boys Middle  SchoolBahawal Pur (IIndPortion)",Bahawal Pur,223070403,0,292,292,0,2,2,Female
"",,Bahawal Pur,223070404,0,529,529,,,,
"",,Bahawal Pur,223070405,0,381,381,,,,
"",,Bahawal Pur,223070407,0,381,381,,,,
157,Mumdal,Mamdal,223040701,424,279,703,2,1,3,Combined
"",,Mamdal,223040702,228,147,375,,,,
158,Mumdal,Mamdal,223040703,911,706,1617,2,2,4,Combined
"",,Mamdal,223040704,911,706,1617,,,,
159,"Govt Girls Middle SchoolMumdal",Mamdal,223040705,221,162,383,1,1,2,Combined
"PollingStation",Polling Station Name,Electoral Area,Block Code,"MaleVoters","FemaleVoters","TotalVoters",Male Booths,Female Booths,Total Booths,Booth Type
1,"Govt Girls Degree CollegeKabirwala","Muhammad Pura RehanPur",223100106,984,0,984,2,0,2,Male
"",,"Muhammad Pura RehanPur",223100109,984,0,984,,,,
"",,"Muhammad Pura RehanPur",223100110,984,0,984,,,,
2,"Govt Girls VocationalCollege Kabirwala",Muhammad Pura Rehan pur,223100106,0,806,806,0,2,2,Female
"",,Muhammad Pura Rehan pur,223100109,0,806,806,,,,
"",,Muhammad Pura Rehan pur,223100110,0,806,806,,,,
3,"Govt Boys High SchoolKabirwala",Basti Syadian,223100101,492,0,492,2,0,2,Male
Guli Hefeez Press,223100204,519,0,519,,,,,,
Ghang Road,223100301,141,0,141,,,,,,
Basti Syadian,223100101,0,366,366,,,,,,
Guli Hefeez Press,223100204,0,399,399,,,,,,
"",5,"Govt Boys Int.CollegeKabirwala Old",Basti Syadian,223100102,655,567,1222,2,2,4,Combined
"",,,Basti Syadian,223100107,655,567,1222,,,,
"",6,"Govt Boys Int.CollegeKabirwala Old",Basti Syadian,223100103,552,486,1038,1,1,2,Combined
"",,,Basti Syadian,223100108,552,486,1038,,,,
"",7,"Govt Boys High  SchoolNo 1 Mukhdoompur RoadKabirwala",Foraq Abad/ Ghousia Colony,223100104,408,0,408,3,0,3,Male
"",,,Thair Pura/Muhammad Pura,223100105,582,0,582,,,,
"",,,Islamabad Abad,223100201,564,0,564,,,,
"",8,"Govt Boys Qasim PrimarySchool  Kabirwala",Foraq Abad/ Ghousia Colony,223100104,0,358,358,0,2,2,Female
"",,,Thair Pura/Muhammad Pura,223100105,0,433,433,,,,
"",,,Islamabad Abad,223100201,0,470,470,,,,
"",9,"Govt Boys High  SchoolDar-ul - Aloom Kabirwala(Ist Portion)",Mohallah Bhatian wala,223100202,900,0,900,4,0,4,Male
"",,,Mohallah Bhatian wala,223100207,900,0,900,,,,
"",,,Mohallah Bhatian wala,223100203,712,0,712,,,,
"",,,Mohallah Bhatian wala,223100208,712,0,712,,,,
"",10,"Govt Boys High  SchoolDar-ul - Aloom Kabirwala",Darbar Peer Kabir,223100303,439,0,439,2,0,2,Male
"",,,Darbar Peer Kabir,223100304,447,0,447,,,,
"",11,"Govt Boys High SchoolDar-ul - Aloom Kabirwala(IInd  Portion)",Mohallah Bhatian wala,223100202,0,799,799,0,3,3,Female
"",,,Mohallah Bhatian wala,223100207,0,799,799,,,,
"",,,Mohallah Bhatian wala,223100203,0,601,601,,,,
"",,,Mohallah Bhatian wala,223100208,0,601,601,,,,
"",12,"Govt Boys High SchoolDar-ul - Aloom Kabirwala",Darbar Peer Kabir,223100303,0,362,362,0,2,2,Female
"",,,Dabar Peer Kabir,223100304,0,382,382,,,,
"",13,"Govt Girls Primary SchoolMuhammad Pur Muqeem",Guli  Sheikhan wali,223100205,295,0,295,3,0,3,Male
"",,,Guli Madana Bakeri,223100206,624,0,624,,,,
"",,,Guli Madana Bakeri,223100209,624,0,624,,,,
"",,,Basti Joutian Wali,223100302,567,0,567,,,,
"",14,"Govt Girls High  SchoolKabirwala",Guli  Sheikhan wali,223100205,0,217,217,0,2,2,Female
"",,,Guli Madana Bakeri,223100206,0,538,538,,,,
"",,,Guli Madana Bakeri,223100209,0,538,538,,,,
"",,,Basti Joutian Walai,223100302,0,472,472,,,,
"",15,"Govt. Girls Pry. SchoolDara-ul-Aloom Eid Gah IstPortation",Old Kachary Road,223100305,474,0,474,3,0,3,Male
"",,,Jamil Colony,223100306,1088,0,1088,,,,
"",,,Jamil Colony,223100307,1088,0,1088,,,,
"",16,"Govt Girls Primary SchoolDar-ul-Aloom Kabirwala",Old Kachary Road,223100305,0,401,401,0,2,2,Female
"",,,Jamil Colony,223100306,0,880,880,,,,
"",,,Jamil Colony,223100307,0,880,880,,,,
"",17,T.M.O. Office Kabarwala,Mohallah Tariq Abad,223100507,388,0,388,2,0,2,Male
"",,,Civil Hosptital Multan Road,223100508,297,0,297,,,,
"",18,TMO Office Kabirwala,Mohallah Tariq Abad,223100507,0,301,301,0,2,2,Female
"",,,Civil Hosptital Multan Road,223100508,0,259,259,,,,
"",19,"Govt Girls Middle  SchoolStreet No 48, RoshanWala  Ist Portion",Nawan Sheher Gharbi,223100505,1329,0,1329,3,0,3,Male
"",,,Nawan Sheher Gharbi,223100512,1329,0,1329,,,,
"",,,Nawan Sheher Gharbi,223100513,1329,0,1329,,,,
"",20,"Govt Girls Middle  SchoolStreet No 48, Roshan",Nawan Sheher Gharbi,223100506,708,0,708,2,0,2,Male
Nawan Sheher Gharbi,223100514,708,0,708,,,,,,,
Nawan Sheher Gharbi,223100505,0,1014,1014,,,,,,,
""
""
"",21,"Wala   IInd  PortionKabirwala",Nawan Sheher Gharbi,223100513,0,1014,1014,0,2,2,Female
"",,,Nawan Sheher Gharbi,223100506,0,516,516,,,,
"",,,Nawan Sheher Gharbi,223100514,0,516,516,,,,
"",22,"Govt Boys High SchoolMan Wala (Ist Portion)",Mohallah Mana wala,223100401,533,0,533,4,0,4,Male
"",,,Mohallah Mana wala,223100406,533,0,533,,,,
"",,,Mohallah Mana wala,223100402,423,0,423,,,,
"",,,Basti Hussain Abad,223100403,679,0,679,,,,
"",,,Basti Hussain Abad,223100407,679,0,679,,,,
"",23,"Govt Boys High SchoolMan Wala (IInd  Portion)",Mohallah Mana wala,223100401,0,404,404,0,3,3,Female
"",,,Mohallah Mana wala,223100406,0,404,404,,,,
"",,,Mohallah Mana wala,223100402,0,374,374,,,,
"",,,Basti Hussain Abad,223100403,0,552,552,,,,
"",,,Basti Hussain Abad,223100407,0,552,552,,,,
"",24,"Govt Girls High SchoolMan Wala (Ist Portion)",Mohallah Sardar Pur Road,223100501,569,0,569,3,0,3,Male
"",,,Mohallah Sardar Pur Road,223100509,569,0,569,,,,
"",,,Modal Town/Hussain Abad,223100504,675,0,675,,,,
"",,,Modal Town/Hussain Abad,223100511,675,0,675,,,,
"",25,"Govt Girls High SchoolMan Wala (Ist Portion)",Mohallah Mana wala,223100405,813,0,813,2,0,2,Male
"",,,Mohallah Mana wala,223100409,813,0,813,,,,
"",,,Mohallah Mana wala,223100410,813,0,813,,,,
"",,,Mohallah Sardar Pur Road,223100503,267,0,267,,,,
"",26,"Govt Girls High SchoolMan Wala (IInd  Portion)",Modal Town/Hussain Abad,223100504,0,543,543,0,2,2,Female
"",,,Modal Town/Hussain Abad,223100511,0,543,543,,,,
"",27,"Govt Girls High SchoolMan Wala (IInd  Portion)",Mohallah Mana wala,223100405,0,602,602,0,3,3,Female
"",,,Mohallah Mana wala,223100409,0,602,602,,,,
"",,,Mohallah Mana wala,223100410,0,602,602,,,,
"",,,Mohallah Sardar Pur Road,223100501,0,445,445,,,,
"",,,Mohallah Sardar Pur Road,223100509,0,445,445,,,,
"",,,Mohallah Sardar Pur Road,223100503,0,204,204,,,,
"",28,"Govt Boys Primary SchoolMolvi Wala (Ist Portion)",Hussain Abad,223100502,956,0,956,2,0,2,Male
"",,,Hussain Abad,223100510,956,0,956,,,,
"",29,"Govt Boys Primary SchoolMolvi Wala Kabirwala",Hussain Abad,223100502,0,745,745,0,2,2,Female
"",,,Hussain Abad,223100510,0,745,745,,,,
"",30,"Govt Boys Primary SchoolMastan Shah Wala",Mohallah Mana wala,223100404,972,708,1680,2,2,4,Combined
"",,,Mohallah Mana wala,223100408,972,708,1680,,,,
"",31,"Govt Girls Middle SchoolKabirwala at Guidarian",Gadarey,223010901,700,0,700,3,0,3,Male
"",,,Gadarey,223010902,456,0,456,,,,
"",32,"Govt Girls Middle SchoolKabirwala at Guidarian",Gadarey,223010901,0,581,581,0,2,2,Female
"",,,Gadarey,223010902,0,361,361,,,,
"",33,"Govt. Pry. Masjad MaktabSchool Gharib abad",Mula Pur,223010803,1236,0,1236,3,0,3,Male
"",,,Mula Pur,223010804,1236,0,1236,,,,
"",34,"Govt. Pry. Masjad MaktabSchool Gharib abad",Mula Pur,223010803,0,957,957,0,2,2,Female
"",,,Mula Pur,223010804,0,957,957,,,,
"",35,"Govt Boys Middle SchoolMula pur (Ist Portion)",Mula Pur,223010806,691,0,691,2,0,2,Male
Mula Pur,223100515,691,0,691,,,,,,,
Mula Pur,223010807,514,0,514,,,,,,,
Mula Pur,223010806,0,525,525,,,,,,,
Mula Pur,223100515,0,525,525,,,,,,,
""
""
"",37,"Govt. Boys DegreeCollage Kabirwala MultanRoad(1st Port)",Mula Pur,223010801,715,0,715,3,0,3,Male
"",,,Mula Pur,223010802,715,0,715,,,,
"",,,Mula Pur,223010808,769,0,769,,,,
"",38,"Govt. Boys DegreeCollage Kabirwala MultanRoad  (IInd-Port)",Mula Pur,223010801,0,520,520,0,2,2,Female
"",,,Mula Pur,223010802,0,520,520,,,,
"",,,Mula Pur,223010808,0,663,663,,,,
"",39,"Govt Girls High SchoolMulapur",Mula Pur,223010809,523,408,931,1,1,2,Combined
"",40,"Govt Girls Middle School12/Qitta",Mula Pur,223010810,574,428,1002,1,1,2,Combined
"",41,"Govt Boys Primary SchoolNO 1 Mehramwala",Kot Bahadar,223010501,478,379,857,1,1,2,Combined
"",42,"Office of the U/C KotBahadir",Kot Bahadar,223010502,750,0,750,2,0,2,Male
"",,,Kot Bahadar,223010503,750,0,750,,,,
"",,,Vanoi,223010504,370,0,370,,,,
"",43,"Office of the U/C KotBahadir",Kot Bahadar,223010502,0,543,543,0,3,3,Female
"",,,Kot Bahadar,223010503,0,543,543,,,,
"",,,Vanoi,223010504,0,262,262,,,,
"",44,"Govt Boys Primary SchoolKory Wala",Korewala,223010601,645,0,645,2,0,2,Male
"",,,Korewala,223010602,560,0,560,,,,
"",45,"Govt Boys Primary SchoolKory Wala",Korewala,223010601,0,488,488,0,2,2,Female
"",,,Korewala,223010602,0,439,439,,,,
"",46,"Govt Boys Primary SchoolChak No 14/V",Chak No.14/V,223010703,698,486,1184,2,1,3,Combined
"",,,Chak No.14/V,223010704,267,181,448,,,,
"",47,"Govt Girls Primary SchoolChak No 13/V",Chak No.13/V,223010701,351,296,647,1,1,2,Combined
"",,,Chak No.13/V,223010702,499,349,848,,,,
"",48,"Govt Boys High SchoolChak No 5/Kassi (IstPortion)",Jawind Singh Wala,223020705,540,0,540,3,0,3,Male
"",,,Jawind Singh Wala,223020706,540,0,540,,,,
"",,,Jawind Singh Wala,223020707,855,0,855,,,,
"",49,"Govt Boys High SchoolChak No 5/Kassi (Ist",Jawind Singh Wala,223020703,940,601,1541,2,2,4,Combined
"",,,Jawind Singh Wala,223020704,940,601,1541,,,,
"",50,"Govt Boys High SchoolChak No 5/Kassi (IIndPortion)",Jawind Singh Wala,223020705,0,386,386,0,2,2,Female
"",,,Jawind Singh Wala,223020706,0,386,386,,,,
"",,,Jawind Singh Wala,223020707,0,704,704,,,,
"",51,"Govt Girls High  SchoolJawaind Singh wala  5 /",Jawind Singh Wala,223020708,413,0,413,2,0,2,Male
"",,,Jawind Singh Wala,223020709,456,0,456,,,,
"",52,"Govt Girls High  SchoolJawaind Singh wala 5/",Jawind Singh Wala,223020708,0,338,338,0,2,2,Female
"",,,Jawind Singh Wala,223020709,0,390,390,,,,
"",53,"Govt Boys Primary School5/Kassi",Jawind Singh Wala,223020710,519,427,946,1,1,2,Combined
"",54,"Govt Girls Primary School3/Kassi (Jadeed )",Boota Singh wala,223020701,743,583,1326,2,1,3,Combined
"",55,"Govt Girls Middle  School3/Kassi (Basti Syodian )",Boota Singh wala,223020702,552,451,1003,1,1,2,Combined
"",56,"Govt Boys Middle SchoolBilawal Pur",Bilawal Pur,223010408,247,0,247,3,0,3,Male
Bilawal Pur,223010409,1310,0,1310,,,,,,,
Bilawal Pur,223010410,1310,0,1310,,,,,,,
Bilawal Pur,223010408,0,179,179,,,,,,,
Bilawal Pur,223010409,0,906,906,,,,,,,
"",58,"Govt Boys High SchoolMubarak Pur (Ist Portion)",Mubarik Pur,223010401,238,158,396,2,1,3,Combined
"",,,Mubarik Pur,223010402,240,154,394,,,,
"",,,Mubarik Pur,223010403,488,318,806,,,,
"",59,"Govt Boys High SchoolMu barak Pur (IIndPortion)",Mubarik Pur,223010404,205,0,205,2,0,2,Male
"",,,Mubarik Pur,223010405,123,0,123,,,,
"",,,Mubarik Pur,223010406,185,0,185,,,,
"",,,Mubarik Pur,223010407,692,0,692,,,,
"",60,"Govt Boys High SchoolMu barak Pur (IIIrdPortion)",Mubarik Pur,223010404,0,169,169,0,2,2,Female
"",,,Mubarik Pur,223010405,0,93,93,,,,
"",,,Mubarik Pur,223010406,0,110,110,,,,
"",,,Mubarik Pur,223010407,0,448,448,,,,
"",61,"Govt Boys Primary SchoolNabbi Pur",Nabbi Pur,223010208,587,455,1042,1,1,2,Combined
"",,,Nabbi Pur,223010209,587,455,1042,,,,
"",62,"Govt Girls Primary SchoolNabbi pur",Nabbi Pur,223010210,610,487,1097,2,1,3,Combined
"",63,"Govt Boys Middle SchoolChak Shar Khan (Ist",Chak Shar Khan,223010203,158,110,268,2,1,3,Combined
"",,,Chak Shar Khan,223010204,157,117,274,,,,
"",64,"Govt Boys Middle SchoolChak Shar Khan (Ist",Chak Shar Khan,223010201,711,454,1165,2,1,3,Combined
"",,,Chak Shar Khan,223010202,711,454,1165,,,,
"",65,"Govt Boys Primary SchoolTawakal Wala",Chak Shar Khan,223010205,112,96,208,2,1,3,Combined
"",,,Chak Shar Khan,223010206,716,430,1146,,,,
"",,,Chak Shar Khan,223010207,716,430,1146,,,,
"",66,"Govt Boys Primary SchoolQitta Habib Shah wala",Kabirwala Rural,223010101,485,353,838,2,2,4,Combined
"",,,Kabirwala Rural,223010102,156,135,291,,,,
"",,,Kabirwala Rural,223100308,156,135,291,,,,
"",,,Kabirwala Rural,223010103,238,188,426,,,,
"",,,Kabirwala Rural,223010104,238,188,426,,,,
"",67,"Govt Boys Primary SchoolQitta Baddu  wana (IstPortion)",Kabirwala Rural,223010105,235,175,410,1,1,2,Combined
"",,,Kabirwala Rural,223010106,402,305,707,,,,
"",,,Kabirwala Rural,223010107,402,305,707,,,,
"",68,"Govt Boys Primary SchoolKabirwala Rural Qitta",Kabirwala Rural,223010108,547,436,983,1,1,2,Combined
"",,,Kabirwala Rural,223010109,351,264,615,,,,
"",69,"Office of Union CouncilMari Sahu",Mari Sahu,223010303,568,476,1044,1,1,2,Combined
"",70,"Govt Boys Middle SchoolBastti Lakha Mari Sahu",Mari Sahu,223010301,717,545,1262,2,1,3,Combined
"",,,Mari Sahu,223010302,221,171,392,,,,
"",71,"Govt Boys Middle SchoolMari Sahu (Ist Portion)",Mari Sahu,223010304,702,0,702,2,0,2,Male
"",,,Mari Sahu,223010305,366,0,366,,,,
"",72,"Govt Boys Middle SchoolMari Sahu (IInd  Portion)",Mari Sahu,223010304,0,579,579,0,2,2,Female
"",,,Mari Sahu,223010305,0,334,334,,,,
"",73,"Govt Boys High SchoolKukkar Hatta (Ist Portion)",Kukar Hutta,223030101,268,0,268,2,0,2,Male
"",,,Kukar Hutta,223030102,193,0,193,,,,
"",,,Kukar Hutta,223030103,617,0,617,,,,
"",74,"Govt Boys High SchoolKukkar Hatta (IIndPortion)",Kukar Hutta,223030101,0,205,205,0,2,2,Female
"",,,Kukar Hutta,223030102,0,136,136,,,,
"",,,Kukar Hutta,223030103,0,477,477,,,,
"",75,"Govt Girls Middle SchoolKukar Hatta (Ist Portion)",Kukar Hutta,223030104,371,0,371,3,0,3,Male
Kukar Hutta,223030105,361,0,361,,,,,,,
Kukar Hutta,223030107,251,0,251,,,,,,,
Kukar Hutta,223030110,353,0,353,,,,,,,
Kukar Hutta,223030104,0,304,304,,,,,,,
Kukar Hutta,223030105,0,278,278,,,,,,,
"",,,Kukar Hutta,223030110,0,315,315,,,,
"",77,BHU Kukar Hatta,Kukar Hutta,223030106,467,351,818,2,1,3,Combined
"",,,Kukar Hutta,223030115,467,351,818,,,,
"",,,Kukar Hutta,223030109,258,189,447,,,,
"",78,BHU Kukar Hatta,Kukar Hutta,223030108,515,416,931,1,1,2,Combined
"",79,"Govt Boys Primary SchoolNo.2 Mapal Wala Karam",Karam Pur Joutha,223030111,673,523,1196,1,1,2,Combined
"",,,Karam Pur Joutha,223030112,673,523,1196,,,,
"",80,"Govt Boys Primary SchoolKaram Pur Jutta",Karam Pur Joutha,223030113,643,503,1146,1,1,2,Combined
"",,,Karam Pur Joutha,223030114,643,503,1146,,,,
"",81,"Govt Boys MasjadMaktab School AsimAbad Ameer Pur",Ameer Pur,223030203,203,168,371,1,1,2,Combined
"",82,"Govt Girls Primary SchoolShadian Wala Ameer Pur(Ist Portion)",Ameer Pur,223030204,566,0,566,3,0,3,Male
"",,,Ameer Pur,223030207,566,0,566,,,,
"",,,Ameer Pur,223030205,496,0,496,,,,
"",,,Ameer Pur,223030206,375,0,375,,,,
"",83,"Govt Girls Primary SchoolShadian Wala Ameer Pur(IInd  Portion)",Ameer Pur,223030204,0,491,491,0,2,2,Female
"",,,Ameer Pur,223030207,0,491,491,,,,
"",,,Ameer Pur,223030205,0,375,375,,,,
"",,,Ameer Pur,223030206,0,317,317,,,,
"",84,"Govt Girls Middle SchoolNarhal",Narhal,223030201,636,600,1236,2,2,4,Combined
"",85,"Govt Girls Middle SchoolNarhal",Narhal,223030202,343,283,626,1,1,2,Combined
"",86,"Govt Boys Middle SchoolButta Kot",Butta Kot,223030301,463,416,879,2,2,4,Combined
"",,,Butta Kot,223030302,390,334,724,,,,
"",87,"Govt Boys Middle SchoolHaqnawaz Wala",Shar Garh,223030303,226,168,394,2,1,3,Combined
"",,,Shar Garh,223030304,362,346,708,,,,
"",88,"Govt Boys Middle SchoolHaqnawaz Wala",Shar Garh,223030305,533,455,988,1,1,2,Combined
"",89,"Govt. Boys  PrimarySchool,  Basti Sher Garh",Shar Garh,223030306,260,222,482,1,1,2,Combined
"",,,Shar Garh,223030307,199,199,398,,,,
"",90,"Govt Girls Primary SchoolBahadar Wala",Bahadar wala,223030308,519,453,972,1,1,2,Combined
"",91,"Govt Girls Primary SchoolBahadar Wala",Bahadar wala,223030309,437,312,749,1,1,2,Combined
"",92,"Govt Boys Primary SchoolChatore Garh (Jadeed)",Chitor Gerh,223030501,236,185,421,1,1,2,Combined
"",,,Choki Sial,223030507,242,190,432,,,,
"",93,"Govt Boys Middle SchoolChatore Garh (Old)",Chitor Gerh,223030503,196,152,348,1,1,2,Combined
"",,,Chitor Gerh,223030504,340,306,646,,,,
"",94,"Govt Boys Middle SchoolChatore Garh (Old)",Chitor Gerh,223030502,461,389,850,1,1,2,Combined
"",95,"Govt Girls Primary SchoolKot Wala Ghagar.",Ghagar,223030505,501,433,934,1,1,2,Combined
"",,,Ghagar,223030506,158,118,276,,,,
"",96,"Govt Boys High SchoolChak Hyder Abad (Ist",Chak Hyder Abad,223030603,513,0,513,2,0,2,Male
Chak Hyder Abad,223030604,203,0,203,,,,,,,
""
""
"",,Chak Hyder Abad (IInd,Chak Hyder Abad,223030604,0,179,179,,,,
"",98,"Govt Boys Primary SchoolKhan Pur Chak Hyderabad",Chak Hyder Abad,223030605,916,780,1696,2,2,4,Combined
"",,,Chak Hyder Abad,223030606,916,780,1696,,,,
"",,,Chak Hyder Abad,223030612,916,780,1696,,,,
"",99,"Govt Girls Middle SchoolNawan Sheher ChakHyder Abad",Chak Hyder Abad,223030607,839,681,1520,2,2,4,Combined
"",100,"Govt Girls Middle SchoolNawan Sheher Chak",Chak Hyder Abad,223030608,421,328,749,1,1,2,Combined
"",,,Chak Hyder Abad,223030613,421,328,749,,,,
"",101,"Govt Girls Middle SchoolAmeer Garh",Amir Garh,223030601,179,151,330,1,1,2,Combined
"",,,Jahan Pur Solgi,223030602,345,286,631,,,,
"",102,"Govt. Boys PrimarySchool, Kotli Syed Baha-ud-Din",Kotli Syed Baha-ud-Din,223041208,354,223,577,1,1,2,Combined
"",103,"Govt Boys Primary SchoolKhan Bahadar Garh",Khan Bahadur Garh,223030609,197,151,348,2,1,3,Combined
"",,,Khan Bahadur Garh,223030610,383,325,708,,,,
"",,,Khan Bahadur Garh,223030611,267,192,459,,,,
"",104,"Govt Boys Primary SchoolBasti Diwana wala Sarfraz",Sarfraz Pur,223030701,404,349,753,1,1,2,Combined
"",,,Sarfarz Pur,223030702,227,184,411,,,,
"",105,"Govt Boys Primary SchoolRasool Pur Kalan",Rasool Pur,223030705,361,289,650,2,1,3,Combined
"",106,"Govt Boys Primary SchoolRasool Pur Kalan",Rasool Pur,223030706,580,455,1035,1,1,2,Combined
"",107,"Govt Boys Middle SchoolIbrahim Pur",Ibrahim Pur,223030703,318,166,484,2,1,3,Combined
"",,,Ibrahim Pur,223030704,609,495,1104,,,,
"",108,"Govt Boys Middle SchoolKorai Balouch (IstPortion)",Korai Baloch,223030801,195,0,195,3,0,3,Male
"",,,Korai Baloch,223030802,584,0,584,,,,
"",,,Korai Baloch,223030803,490,0,490,,,,
"",,,Korai Baloch,223030804,229,0,229,,,,
"",109,"Govt Boys Middle SchoolKorai Balouch (IIndPortion)",Korai Baloch,223030801,0,114,114,0,2,2,Female
"",,,Korai Baloch,223030802,0,490,490,,,,
"",,,Korai Baloch,223030803,0,382,382,,,,
"",,,Korai Baloch,223030804,0,158,158,,,,
"",110,"Govt Boys Middle SchoolMoongawala",Moongawala,223030901,1076,0,1076,2,0,2,Male
"",,,Moongawala,223030902,1076,0,1076,,,,
"",111,"Office of Union CouncilMoonganwala",Moongawala,223030901,0,835,835,0,2,2,Female
"",,,Moongawala,223030902,0,835,835,,,,
"",112,"Govt Boys Primary SchoolKotla syed Kabir",Kotla Syed Kabir,223030903,871,629,1500,2,2,4,Combined
"",,,Kotla Syed Kabir,223030904,871,629,1500,,,,
"",113,"Govt Boys Primary SchoolInayat Pur (Ist Portion)",Inayat Pur,223031003,317,232,549,1,1,2,Combined
"",,,Inayat Pur,223031004,189,153,342,,,,
"",114,"Govt Boys Primary SchoolInayat Pur (Ist Portion)",Inayat Pur,223031001,638,482,1120,2,1,3,Combined
"",,,Inayat Pur,223031002,638,482,1120,,,,
"",115,"Govt Boys Primary SchoolInayat Pur (IInd Portion)",Inyat Pur,223031005,368,334,702,1,1,2,Combined
"",117,"Govt Girls Primary SchoolShah Pur Nathuwala",Shah Pur Nathuwala,223031006,533,466,999,1,1,2,Combined
"",118,"Govt Boys High SchoolHaji Pur",Haji Pur,223031007,596,458,1054,1,1,2,Combined
"",119,"Govt Boys Middle SchoolDarkast wala ,kohi Wala",Kohi Wala,223031201,293,0,293,2,0,2,Male
"",,,Kohi Wala,223031202,374,0,374,,,,
"",120,"Govt Girls Primary SchoolChah Tolay Wala ,Kohi",Kohi Wala,223031201,0,232,232,0,2,2,Female
"",,,Kohi Wala,223031202,0,329,329,,,,
"",121,"Govt Boys High Schoolkohi Wala (Ist Portion)",Kohi Wala,223031203,309,0,309,3,0,3,Male
"",,,Kohi Wala,223031204,108,0,108,,,,
"",,,Kohi Wala,223031205,793,0,793,,,,
"",,,Kohi Wala,223031206,793,0,793,,,,
"",122,"Govt Boys High SchoolKohi Wala (IInd  Portion)",Kohi Wala,223031203,0,266,266,0,2,2,Female
"",,,Kohi Wala,223031204,0,112,112,,,,
"",,,Kohi Wala,223031205,0,637,637,,,,
"",,,Kohi Wala,223031206,0,637,637,,,,
"",123,"Govt Girls High SchoolKohi Wala (Ist Portion)",Kohi Wala,223031207,539,0,539,3,0,3,Male
"",,,Kohi Wala,223031208,539,0,539,,,,
"",,,Kohi Wala,223031210,803,0,803,,,,
"",,,Kohi Wala,223031211,803,0,803,,,,
"",124,"Govt Girls High SchoolKohi Wala (Ist Portion)",Kohi Wala,223031209,1207,892,2099,2,2,4,Combined
"",,,Kohi Wala,223031212,1207,892,2099,,,,
"",125,"Govt Girls High SchoolKohi Wala (IInd  Portion)",Kohi Wala,223031207,0,378,378,0,2,2,Female
"",,,Kohi Wala,223031208,0,378,378,,,,
"",,,Kohi Wala,223031210,0,448,448,,,,
"",,,Kohi Wala,223031211,0,448,448,,,,
"",126,"Govt Boys Middle SchoolMirali Wala Ok anwala",Okan Wala,223031106,518,393,911,2,1,3,Combined
